timestep,episode,reward,decision,elapsed_time
200,200,0.9433333333333334,request_rescan,0.342403
201,201,0.76,discard,0.343877
202,202,0.9433333333333334,request_rescan,0.344427
203,203,0.76,request_rescan,0.34498
204,204,0.9433333333333334,discard,0.345566
205,205,0.9433333333333334,request_rescan,0.346151
206,206,0.9433333333333334,discard,0.346823
207,207,0.76,request_rescan,0.347376
208,208,0.9433333333333334,request_rescan,0.347899
209,209,0.76,log_and_continue,0.348449
210,210,0.9433333333333334,request_rescan,0.348985
211,211,0.6633333333333333,log_and_continue,0.349591
212,212,0.6633333333333333,log_and_continue,0.350176
213,213,0.76,request_rescan,0.350749
214,214,0.6633333333333333,log_and_continue,0.351319
215,215,0.76,log_and_continue,0.352176
216,216,0.6633333333333333,log_and_continue,0.352906
217,217,0.76,log_and_continue,0.353467
218,218,0.76,discard,0.354014
219,219,0.76,request_rescan,0.354569
220,220,0.9433333333333334,request_rescan,0.355171
221,221,0.9433333333333334,discard,0.355795
222,222,0.76,discard,0.356377
223,223,0.9433333333333334,discard,0.356925
224,224,0.76,request_rescan,0.357496
225,225,0.76,discard,0.358049
226,226,0.76,request_rescan,0.358613
227,227,0.6633333333333333,log_and_continue,0.359161
228,228,0.9433333333333334,discard,0.359713
229,229,0.76,log_and_continue,0.360262
230,230,0.9433333333333334,request_rescan,0.360809
231,231,0.76,log_and_continue,0.36137
232,232,0.9433333333333334,discard,0.361949
233,233,0.9433333333333334,request_rescan,0.362533
234,234,0.9433333333333334,discard,0.363134
235,235,0.9433333333333334,discard,0.363672
236,236,0.76,request_rescan,0.364248
237,237,0.9433333333333334,discard,0.364786
238,238,0.76,request_rescan,0.365338
239,239,0.76,request_rescan,0.365913
240,240,0.76,discard,0.366512
241,241,0.76,request_rescan,0.367071
242,242,0.9433333333333334,request_rescan,0.368012
243,243,0.76,discard,0.36891
244,244,0.76,request_rescan,0.369731
245,245,0.76,log_and_continue,0.370288
246,246,0.6633333333333333,log_and_continue,0.370864
247,247,0.76,discard,0.371417
248,248,0.9433333333333334,discard,0.371998
249,249,0.76,discard,0.372616
250,250,0.76,discard,0.373185
251,251,0.9433333333333334,request_rescan,0.373741
252,252,0.9433333333333334,request_rescan,0.374303
253,253,0.9433333333333334,discard,0.374856
254,254,0.6633333333333333,log_and_continue,0.375406
255,255,0.9433333333333334,discard,0.375973
256,256,0.9433333333333334,discard,0.376532
257,257,0.9433333333333334,discard,0.409648
258,258,0.76,request_rescan,0.410255
259,259,0.76,request_rescan,0.410815
260,260,0.9433333333333334,request_rescan,0.411379
261,261,0.9433333333333334,request_rescan,0.411937
262,262,0.76,discard,0.412501
263,263,0.76,log_and_continue,0.413085
264,264,0.6633333333333333,log_and_continue,0.413622
265,265,0.9433333333333334,request_rescan,0.414201
266,266,0.76,discard,0.414749
267,267,0.6633333333333333,log_and_continue,0.415409
268,268,0.9433333333333334,request_rescan,0.416001
269,269,0.76,discard,0.416565
270,270,0.9433333333333334,request_rescan,0.417133
271,271,0.76,discard,0.417672
272,272,0.76,request_rescan,0.418239
273,273,0.9433333333333334,request_rescan,0.418787
274,274,0.9433333333333334,request_rescan,0.419417
275,275,0.9433333333333334,discard,0.419968
276,276,0.9433333333333334,request_rescan,0.420559
277,277,0.76,request_rescan,0.42114
278,278,0.6633333333333333,log_and_continue,0.421723
279,279,0.76,request_rescan,0.422288
280,280,0.9433333333333334,request_rescan,0.422839
281,281,0.9433333333333334,discard,0.423469
282,282,0.9433333333333334,discard,0.424022
283,283,0.76,discard,0.424582
284,284,0.9433333333333334,request_rescan,0.425151
285,285,0.9433333333333334,request_rescan,0.425701
286,286,0.76,discard,0.426285
287,287,0.76,request_rescan,0.426827
288,288,0.76,discard,0.4274
289,289,0.9433333333333334,request_rescan,0.427958
290,290,0.76,log_and_continue,0.428552
291,291,0.76,discard,0.429115
292,292,0.76,request_rescan,0.429649
293,293,0.9433333333333334,discard,0.430191
294,294,0.76,request_rescan,0.430733
295,295,0.9433333333333334,request_rescan,0.431289
296,296,0.76,discard,0.431825
297,297,0.76,discard,0.432379
298,298,0.76,discard,0.432912
299,299,0.76,discard,0.433448
300,300,0.76,discard,0.434015
301,301,0.76,request_rescan,0.435451
302,302,0.9433333333333334,discard,0.436005
303,303,0.76,request_rescan,0.436559
304,304,0.6633333333333333,log_and_continue,0.43716
305,305,0.9433333333333334,request_rescan,0.437698
306,306,0.9433333333333334,request_rescan,0.438279
307,307,0.9433333333333334,request_rescan,0.438838
308,308,0.76,discard,0.439423
309,309,0.76,request_rescan,0.439963
310,310,0.9433333333333334,request_rescan,0.440533
311,311,0.9433333333333334,discard,0.441093
312,312,0.76,log_and_continue,0.441648
313,313,0.76,discard,0.442224
314,314,0.76,request_rescan,0.442799
315,315,0.9433333333333334,request_rescan,0.443331
316,316,0.6633333333333333,log_and_continue,0.443844
317,317,0.9433333333333334,discard,0.444428
318,318,0.9433333333333334,request_rescan,0.444974
319,319,0.9433333333333334,discard,0.445549
320,320,0.76,request_rescan,0.44611
321,321,0.9433333333333334,request_rescan,0.446658
322,322,0.76,request_rescan,0.447241
323,323,0.76,request_rescan,0.447838
324,324,0.76,log_and_continue,0.448412
325,325,0.9433333333333334,discard,0.44941
326,326,0.9433333333333334,request_rescan,0.450446
327,327,0.9433333333333334,discard,0.451015
328,328,0.6633333333333333,log_and_continue,0.451562
329,329,0.76,request_rescan,0.452131
330,330,0.9433333333333334,discard,0.452671
331,331,0.9433333333333334,discard,0.453236
332,332,0.9433333333333334,discard,0.453845
333,333,0.76,request_rescan,0.454421
334,334,0.76,request_rescan,0.45497
335,335,0.76,discard,0.455538
336,336,0.76,discard,0.456132
337,337,0.76,discard,0.456689
338,338,0.76,request_rescan,0.45724
339,339,0.76,request_rescan,0.457798
340,340,0.9433333333333334,request_rescan,0.458345
341,341,0.76,request_rescan,0.458892
342,342,0.9433333333333334,request_rescan,0.459447
343,343,0.6633333333333333,log_and_continue,0.460015
344,344,0.9433333333333334,discard,0.460572
345,345,0.9433333333333334,discard,0.46114
346,346,0.76,request_rescan,0.461729
347,347,0.9433333333333334,request_rescan,0.462304
348,348,0.9433333333333334,request_rescan,0.462847
349,349,0.9433333333333334,request_rescan,0.463408
350,350,0.76,log_and_continue,0.463955
351,351,0.9433333333333334,request_rescan,0.464546
352,352,0.6633333333333333,log_and_continue,0.465122
353,353,0.76,discard,0.465671
354,354,0.9433333333333334,request_rescan,0.466214
355,355,0.9433333333333334,request_rescan,0.466764
356,356,0.9433333333333334,discard,0.467308
357,357,0.9433333333333334,discard,0.467855
358,358,0.9433333333333334,discard,0.468398
359,359,0.76,request_rescan,0.468966
360,360,0.76,log_and_continue,0.469509
361,361,0.9433333333333334,request_rescan,0.470055
362,362,0.76,request_rescan,0.470613
363,363,0.9433333333333334,discard,0.471162
364,364,0.9433333333333334,request_rescan,0.471716
365,365,0.76,discard,0.472275
366,366,0.76,request_rescan,0.472822
367,367,0.76,log_and_continue,0.47337
368,368,0.9433333333333334,request_rescan,0.473923
369,369,0.76,discard,0.474466
370,370,0.76,request_rescan,0.475022
371,371,0.9433333333333334,request_rescan,0.475561
372,372,0.76,log_and_continue,0.476112
373,373,0.9433333333333334,discard,0.476661
374,374,0.76,discard,0.477206
375,375,0.9433333333333334,request_rescan,0.477747
376,376,0.76,request_rescan,0.478336
377,377,0.9433333333333334,request_rescan,0.478873
378,378,0.9433333333333334,discard,0.479431
379,379,0.76,request_rescan,0.479973
380,380,0.9433333333333334,discard,0.480521
381,381,0.76,discard,0.481066
382,382,0.76,request_rescan,0.48162
383,383,0.76,discard,0.482159
384,384,0.76,request_rescan,0.48272
385,385,0.76,discard,0.517716
386,386,0.9433333333333334,discard,0.518416
387,387,0.76,request_rescan,0.518984
